property_type,bhk,area,locality,city,price_in_crore,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,furnishing_type,facing,amenities_score,furnishing_score,study_room,servant_room,pooja_room
House,4,3500.0,Tellapur,Hyderabad,2.35,New,New Property,4,3104.84,2.0,3.0,Unfurnished,East,32,0,0,0,0
Flat,2,1280.0,Adibhatla,Hyderabad,0.68,New,New Property,2,1135.48,1.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,3,1050.0,Nanakramguda,Hyderabad,1.8,New,New Property,3,931.45,11.0,1.0,Unfurnished,East,27,0,0,0,0
Flat,3,2217.0,Manikonda,Hyderabad,0.94,Resale,New Property,3,1966.69,10.0,1.0,Unfurnished,East,39,51,0,0,0
Flat,2,1200.0,Neknampur,Hyderabad,0.78,New,New Property,2,1064.52,2.0,1.0,Unfurnished,West,5,0,0,0,0
Flat,2,1200.0,Gajularamaram,Hyderabad,0.35,New,New Property,2,1064.52,1.0,2.0,Semi-Furnished,North,27,13,0,0,1
Flat,2,1205.0,Bachupally,Hyderabad,0.66,New,New Property,2,1068.95,2.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,4,3715.0,Puppalaguda,Hyderabad,4.04,New,New Property,4,3295.56,4.0,1.0,Unfurnished,East,27,0,0,0,0
Flat,2,1190.0,Defence Colony,Hyderabad,0.91,Resale,Moderately New Property,2,1055.65,1.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1179.0,Premavathi Pet,Hyderabad,0.82,New,New Property,2,1045.89,2.0,1.0,Unfurnished,East,19,0,0,0,0
Flat,2,1015.0,Dilsukh Nagar,Hyderabad,0.76,New,New Property,2,900.4,1.0,1.0,Unfurnished,East,9,7,0,0,0
Flat,3,1627.0,Bachupally,Hyderabad,0.94,New,New Property,2,1443.31,2.0,1.0,Unfurnished,East,49,0,0,0,0
House,5,3500.0,Miyapur,Hyderabad,1.95,New,New Property,5,3104.84,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
Flat,2,1030.0,Ida Pashamylaram,Hyderabad,0.44,New,Moderately New Property,2,913.71,2.0,2.0,Unfurnished,East,32,0,0,0,0
Flat,3,2125.0,Hitech City,Hyderabad,1.12,New,New Property,3,1885.08,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,4.0,2.0,Unfurnished,West,38,0,0,0,0
Flat,3,2200.0,Manikonda,Hyderabad,1.98,Resale,New Property,3,1951.61,5.0,2.0,Unfurnished,East,62,6,0,0,0
Flat,2,1154.0,Pati,Hyderabad,0.5,New,New Property,2,1023.71,4.0,1.0,Furnished,East,0,0,0,0,0
House,2,1600.0,Krishna Reddy Pet,Hyderabad,0.95,New,Moderately New Property,2,1419.35,2.0,3.0,Unfurnished,East,0,0,0,0,0
Flat,3,1217.0,Bachupally,Hyderabad,0.83,New,New Property,3,1079.6,2.0,1.0,Unfurnished,East,56,0,0,0,0
Flat,3,1890.0,Manikonda,Hyderabad,1.6,New,New Property,3,1676.61,5.0,2.0,Unfurnished,East,42,0,0,0,0
Flat,2,1414.0,Lakdikapul,Hyderabad,0.99,New,New Property,2,1254.35,2.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,3,1548.0,Hyder Nagar,Hyderabad,1.22,New,New Property,3,1373.23,5.0,1.0,Unfurnished,East,27,0,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.55,New,New Property,2,1020.16,2.0,2.0,Unfurnished,West,0,0,0,0,0
Flat,3,1472.0,Ameenpur,Hyderabad,0.88,New,New Property,3,1305.81,2.0,1.0,Unfurnished,East,54,0,0,0,0
Flat,3,2200.0,Narsingi,Hyderabad,0.8,Resale,Moderately New Property,3,1951.61,7.0,2.0,Unfurnished,West,37,51,0,0,1
Flat,3,2560.0,Attapur,Hyderabad,1.35,Resale,Moderately New Property,4,2270.97,1.0,1.0,Furnished,East,0,52,0,0,0
Flat,2,1810.0,Kollur,Hyderabad,0.54,New,New Property,2,1605.65,2.0,1.0,Semi-Furnished,East,32,6,0,0,0
Flat,4,4200.0,Banjara Hills,Hyderabad,6.72,New,New Property,3,3725.81,3.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,2430.0,Janawada,Hyderabad,1.26,New,New Property,4,2155.65,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1150.0,Ameenpur,Hyderabad,0.55,New,New Property,2,1020.16,2.0,2.0,Unfurnished,West,0,0,0,0,1
Flat,2,1270.0,Ghatkesar,Hyderabad,0.62,New,New Property,2,1126.61,2.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,2,1000.0,Ameerpet,Hyderabad,0.59,Resale,Moderately New Property,2,887.1,1.0,1.0,Unfurnished,West,22,7,0,0,1
Flat,2,1100.0,Miyapur,Hyderabad,0.55,New,New Property,2,975.81,3.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1475.0,Bachupally,Hyderabad,0.93,New,New Property,2,1308.47,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1330.0,Miyapur,Hyderabad,0.98,New,New Property,2,1179.84,3.0,1.0,Unfurnished,North,36,0,0,0,0
Flat,2,1120.0,Hayathnagar,Hyderabad,0.51,Resale,Moderately New Property,2,993.55,2.0,1.0,Furnished,West,0,0,0,0,0
House,2,1350.0,Muthangi,Hyderabad,0.82,New,New Property,3,1197.58,2.0,1.0,Unfurnished,West,0,0,0,0,1
Flat,3,2450.0,Gachibowli,Hyderabad,2.44,New,New Property,3,2173.39,5.0,1.0,Unfurnished,East,19,0,0,0,0
Flat,2,1240.0,Ibrahim Bagh,Hyderabad,0.69,New,New Property,2,1100.0,2.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,3,1575.0,Pragathi Nagar Kukatpally,Hyderabad,1.02,New,New Property,2,1397.18,1.0,1.0,Semi-Furnished,East,38,0,0,0,0
Flat,2,1507.0,Appa Junction Peerancheru,Hyderabad,0.83,New,Moderately New Property,2,1336.85,15.0,1.0,Unfurnished,North,65,0,0,0,0
Flat,2,1395.0,Narsingi,Hyderabad,0.9,Resale,New Property,2,1237.5,2.0,1.0,Unfurnished,East,44,0,0,0,0
House,3,2000.0,Shamirpet,Hyderabad,1.15,New,New Property,3,1774.19,2.0,1.0,Unfurnished,East,26,0,0,0,0
House,3,2700.0,Rameshwaram Banda,Hyderabad,1.3,Resale,Moderately New Property,3,2395.16,2.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,2,1605.0,Tukkuguda,Hyderabad,0.69,New,New Property,2,1423.79,2.0,1.0,Unfurnished,East,44,0,0,0,0
Flat,2,1465.0,Aminpur,Hyderabad,0.76,New,New Property,3,1299.6,2.0,1.0,Unfurnished,East,9,8,0,0,0
House,4,2500.0,Beeramguda,Hyderabad,1.35,New,New Property,5,2217.74,2.0,1.0,Unfurnished,East,0,0,0,0,1
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,3.0,2.0,Unfurnished,West,32,0,0,0,0
Flat,2,1100.0,Kompally,Hyderabad,0.57,New,New Property,2,975.81,2.0,1.0,Unfurnished,East,9,6,0,0,0
House,3,2126.0,Bowrampet,Hyderabad,1.6,New,New Property,3,1885.97,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1125.0,Puppalaguda,Hyderabad,0.73,New,New Property,2,997.98,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
House,2,1050.0,Indresham,Hyderabad,0.75,New,New Property,3,931.45,2.0,1.0,Unfurnished,East,0,0,0,0,1
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,3.0,2.0,Unfurnished,West,32,0,0,0,0
Flat,4,2170.0,Dundigal,Hyderabad,1.08,New,New Property,4,1925.0,4.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,1162.0,Gowdavalli,Hyderabad,0.58,New,New Property,2,1030.81,2.0,1.0,Unfurnished,East,43,0,0,0,0
House,4,3632.0,Kondapur,Hyderabad,6.9,New,New Property,4,3221.94,2.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,3,1840.0,Ahmed Nagar,Hyderabad,0.76,Resale,Moderately New Property,3,1632.26,5.0,2.0,Unfurnished,East,31,51,1,1,1
House,5,3600.0,Kardhanur,Hyderabad,1.9,New,New Property,5,3193.55,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,2100.0,Panjagutta,Hyderabad,1.3,Resale,Moderately New Property,3,1862.9,2.0,2.0,Unfurnished,West,27,6,0,0,1
Flat,3,1278.0,Mallapur,Hyderabad,0.7,New,New Property,2,1133.71,5.0,1.0,Unfurnished,East,48,0,0,0,0
Flat,2,1350.0,Kollur,Hyderabad,0.85,New,New Property,2,1197.58,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1325.0,Puppalaguda,Hyderabad,0.82,New,New Property,2,1175.4,4.0,1.0,Unfurnished,East,19,0,0,0,0
Flat,2,1050.0,Linghampally,Hyderabad,0.31,New,New Property,2,931.45,5.0,1.0,Furnished,East,0,0,0,0,0
Flat,2,1100.0,Chinthal,Hyderabad,0.52,Resale,Moderately New Property,2,975.81,7.0,1.0,Unfurnished,East,42,51,0,0,0
House,5,5380.0,Tellapur,Hyderabad,4.0,New,New Property,5,4772.58,2.0,1.0,Semi-Furnished,East,32,65,0,0,0
House,3,2950.0,Pati,Hyderabad,1.84,New,New Property,3,2616.94,2.0,1.0,Unfurnished,East,31,6,0,0,1
House,4,2500.0,Ameenpur,Hyderabad,1.65,New,New Property,4,2217.74,2.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,6,6108.0,Appa Junction Peerancheru,Hyderabad,3.97,New,New Property,6,5418.39,6.0,1.0,Unfurnished,East,24,0,0,0,0
Flat,2,1425.0,Kukatpally,Hyderabad,0.67,New,New Property,2,1264.11,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1260.0,Ameenpur,Hyderabad,0.76,New,New Property,2,1117.74,2.0,1.0,Unfurnished,West,54,0,0,0,0
Flat,2,1200.0,Miyapur,Hyderabad,0.84,New,New Property,2,1064.52,3.0,1.0,Unfurnished,North,9,0,0,0,0
Flat,2,1260.0,Manikonda,Hyderabad,0.55,Resale,Moderately New Property,2,1117.74,2.0,1.0,Furnished,East,28,0,0,0,0
Flat,3,1500.0,Adibatla,Hyderabad,0.78,Resale,Moderately New Property,3,1330.65,1.0,2.0,Unfurnished,East,53,0,0,0,0
House,2,1250.0,Muthangi,Hyderabad,0.95,New,New Property,3,1108.87,2.0,1.0,Unfurnished,West,0,0,0,0,1
House,3,2000.0,Maheshwaram,Hyderabad,0.85,New,New Property,3,1774.19,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,1776.0,Kondapur,Hyderabad,1.33,New,New Property,3,1575.48,7.0,1.0,Unfurnished,East,61,9,0,0,0
Flat,3,1835.0,Pocharam,Hyderabad,1.0,New,New Property,3,1627.82,1.0,1.0,Unfurnished,West,55,7,0,0,0
House,5,2500.0,Sainikpuri,Hyderabad,1.35,Resale,Moderately New Property,5,2217.74,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1190.0,Miyapur,Hyderabad,0.59,New,New Property,2,1055.65,5.0,2.0,Unfurnished,East,0,0,0,0,1
Flat,2,1162.0,Manikonda,Hyderabad,0.72,New,New Property,2,1030.81,2.0,1.0,Unfurnished,West,11,0,0,0,0
Flat,3,1450.0,Panchavati Colony,Hyderabad,0.44,New,New Property,3,1286.29,5.0,1.0,Semi-Furnished,NorthEast,9,0,0,0,0
House,6,6000.0,Saidabad,Hyderabad,5.35,Resale,Moderately New Property,6,5322.58,2.0,1.0,Semi-Furnished,West,4,0,0,0,0
Flat,2,1250.0,Puppalaguda,Hyderabad,0.8,New,Moderately New Property,2,1108.87,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,3232.0,Banjara Hills,Hyderabad,3.7,Resale,Moderately New Property,4,2867.1,1.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,2,945.0,Ameenpur,Hyderabad,0.44,New,New Property,2,838.31,2.0,2.0,Semi-Furnished,NorthEast,9,0,0,0,0
Flat,3,1900.0,Uppal,Hyderabad,1.23,New,New Property,3,1685.48,4.0,1.0,Unfurnished,West,32,6,0,0,0
Flat,2,1030.0,Central Excise Colony Hyderabad,Hyderabad,0.59,Resale,Moderately New Property,2,913.71,5.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1000.0,Sainikpuri,Hyderabad,0.48,Resale,Moderately New Property,2,887.1,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,3,1651.0,Chandanagar,Hyderabad,1.07,New,New Property,3,1464.6,1.0,1.0,Unfurnished,East,28,0,0,0,0
Flat,2,1120.0,Aminpur,Hyderabad,0.58,New,New Property,2,993.55,2.0,1.0,Unfurnished,East,32,0,0,0,0
House,4,2500.0,Beeramguda,Hyderabad,1.55,New,New Property,5,2217.74,2.0,1.0,Unfurnished,West,0,0,0,0,0
House,4,3650.0,Lb Nagar,Hyderabad,2.92,New,New Property,4,3237.9,2.0,1.0,Unfurnished,NorthWest,32,0,0,0,0
Flat,2,1268.0,Bachupally,Hyderabad,0.79,New,New Property,2,1124.84,2.0,1.0,Unfurnished,North,50,0,0,0,0
Flat,3,1760.0,Nanakramguda,Hyderabad,1.12,New,New Property,3,1561.29,12.0,1.0,Unfurnished,East,61,0,0,0,0
Flat,3,2490.0,Kokapet,Hyderabad,2.1,Resale,Moderately New Property,3,2208.87,0.0,2.0,Furnished,West,13,21,0,0,0
Flat,2,1080.0,Nallakunta,Hyderabad,0.38,Resale,Old Property,2,958.06,3.0,2.0,Semi-Furnished,East,0,17,0,0,0
House,3,2736.0,Sri Nagar Colony,Hyderabad,1.5,New,Moderately New Property,3,2427.1,2.0,1.0,Semi-Furnished,East,51,0,0,0,0
Flat,2,1150.0,Bachupally,Hyderabad,0.55,New,New Property,2,1020.16,2.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1050.0,Nandigama,Hyderabad,0.51,New,New Property,2,931.45,5.0,1.0,Unfurnished,West,32,6,0,0,0
Flat,2,1220.0,Nagaram,Hyderabad,0.51,New,New Property,2,1082.26,1.0,2.0,Semi-Furnished,North,9,0,0,0,0
Flat,3,1400.0,Bongloor,Hyderabad,0.63,New,New Property,2,1241.94,5.0,2.0,Unfurnished,East,21,0,0,0,0
Flat,3,2592.0,Appa Junction Peerancheru,Hyderabad,1.23,Resale,Moderately New Property,3,2299.35,10.0,1.0,Unfurnished,West,29,51,0,0,0
Flat,3,1651.0,Bachupally,Hyderabad,1.1,New,New Property,3,1464.6,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1175.0,Manikonda,Hyderabad,0.77,New,New Property,2,1042.34,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1540.0,Kukatpally,Hyderabad,1.0,New,New Property,3,1366.13,4.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1150.0,B N Reddy Nagar,Hyderabad,0.52,New,New Property,2,1020.16,2.0,2.0,Semi-Furnished,East,5,6,0,0,0
Flat,3,1430.0,Bowrampet,Hyderabad,0.79,New,New Property,2,1268.55,2.0,1.0,Unfurnished,East,34,0,0,0,0
House,2,1300.0,Muthangi,Hyderabad,0.76,New,New Property,3,1153.23,2.0,1.0,Unfurnished,West,0,0,0,0,1
House,4,3800.0,Narsingi,Hyderabad,5.0,Resale,Moderately New Property,6,3370.97,2.0,2.0,Semi-Furnished,East,67,0,1,0,1
Flat,3,2187.0,Mallapur,Hyderabad,1.09,New,New Property,3,1940.08,5.0,1.0,Unfurnished,East,48,0,0,0,0
House,4,3900.0,Kukatpally,Hyderabad,1.43,Resale,Old Property,4,3459.68,2.0,1.0,Unfurnished,West,65,51,0,1,0
Flat,3,2410.0,Gachibowli,Hyderabad,2.7,Resale,Moderately New Property,3,2137.9,18.0,1.0,Semi-Furnished,East,75,7,0,0,0
Flat,2,1400.0,Manikonda,Hyderabad,0.77,New,New Property,2,1241.94,2.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,2,1585.0,Kukatpally,Hyderabad,0.66,New,New Property,2,1406.05,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,2,1800.0,Bolarum,Hyderabad,0.98,New,New Property,2,1596.77,2.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,2,1495.0,Hafeezpet,Hyderabad,1.01,New,New Property,2,1326.21,8.0,1.0,Unfurnished,West,43,6,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,3.0,2.0,Unfurnished,West,34,0,0,0,0
House,3,2500.0,Hayathnagar,Hyderabad,1.25,New,New Property,3,2217.74,2.0,2.0,Unfurnished,NorthEast,0,45,1,1,1
Flat,3,1695.0,Kondapur,Hyderabad,1.44,New,New Property,3,1503.63,5.0,1.0,Unfurnished,East,33,0,0,0,0
Flat,2,1125.0,Pragathi Nagar Kukatpally,Hyderabad,0.55,Resale,Moderately New Property,2,997.98,1.0,1.0,Semi-Furnished,East,8,27,0,0,0
House,4,2100.0,Nandigam,Hyderabad,0.97,New,New Property,3,1862.9,2.0,1.0,Semi-Furnished,East,32,65,0,0,0
Flat,3,1450.0,Madhapur,Hyderabad,0.68,New,New Property,3,1286.29,6.0,1.0,Semi-Furnished,East,32,65,0,0,0
House,3,1987.0,Kadthal,Hyderabad,0.69,New,New Property,4,1762.66,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1268.0,Miyapur,Hyderabad,0.74,New,New Property,1,1124.84,3.0,1.0,Semi-Furnished,South,13,6,0,0,0
Flat,3,1087.0,Rajendra Nagar,Hyderabad,0.71,New,New Property,3,964.27,9.0,1.0,Unfurnished,East,78,0,0,0,0
Flat,2,1000.0,Almasguda,Hyderabad,0.39,New,New Property,2,887.1,2.0,1.0,Semi-Furnished,West,27,6,0,0,1
Flat,3,2425.0,Kollur,Hyderabad,1.45,New,New Property,3,2151.21,6.0,1.0,Unfurnished,East,43,0,0,0,0
House,3,2000.0,Isnapur,Hyderabad,1.1,New,New Property,3,1774.19,2.0,1.0,Unfurnished,West,43,0,0,0,0
Flat,3,2049.0,Kokapet,Hyderabad,2.2,Resale,Moderately New Property,3,1817.66,0.0,1.0,Unfurnished,East,45,6,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,1.0,2.0,Unfurnished,East,34,0,0,0,0
Flat,3,1980.0,Nagole,Hyderabad,1.16,New,New Property,3,1756.45,4.0,4.0,Semi-Furnished,NorthEast,9,0,0,0,0
Flat,2,1310.0,Kokapet,Hyderabad,0.96,New,New Property,2,1162.1,2.0,1.0,Unfurnished,East,44,0,0,0,0
Flat,3,1525.0,Nallagandla Gachibowli,Hyderabad,0.93,New,New Property,2,1352.82,2.0,2.0,Unfurnished,West,0,0,0,0,0
Flat,3,1547.0,Kokapet,Hyderabad,0.74,New,New Property,3,1372.34,0.0,1.0,Unfurnished,East,40,0,0,0,0
Flat,2,1200.0,Attapur,Hyderabad,0.69,Resale,Moderately New Property,2,1064.52,2.0,1.0,Unfurnished,West,31,6,0,0,1
House,3,3000.0,Medchal,Hyderabad,2.0,Resale,New Property,3,2661.29,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1050.0,Panchavati Colony,Hyderabad,0.4,New,New Property,2,931.45,2.0,1.0,Semi-Furnished,NorthEast,11,6,0,0,0
Flat,2,931.0,Rajendra Nagar,Hyderabad,0.61,New,New Property,2,825.89,6.0,1.0,Unfurnished,West,78,0,0,0,0
Flat,3,1524.0,Uppal Kalan,Hyderabad,1.25,Resale,New Property,3,1351.94,6.0,1.0,Furnished,West,32,0,0,0,0
Flat,3,1840.0,Kondapur,Hyderabad,2.03,New,New Property,3,1632.26,5.0,2.0,Unfurnished,West,47,0,0,0,0
Flat,2,875.0,Muthangi,Hyderabad,0.37,New,New Property,2,776.21,6.0,3.0,Furnished,East,0,0,0,0,0
Flat,2,1100.0,Icon Hospital Road,Hyderabad,0.67,Resale,Moderately New Property,2,975.81,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,1.0,2.0,Unfurnished,West,34,0,0,0,0
Flat,2,1120.0,Suraram,Hyderabad,0.56,New,New Property,2,993.55,2.0,1.0,Unfurnished,West,19,13,0,0,0
House,3,2436.0,Bowrampet,Hyderabad,2.1,Resale,New Property,3,2160.97,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1020.0,As Rao Nagar,Hyderabad,0.55,Resale,Moderately New Property,2,904.84,1.0,2.0,Unfurnished,NorthEast,9,0,0,0,0
Flat,2,941.0,Rajendra Nagar,Hyderabad,0.61,New,New Property,2,834.76,7.0,1.0,Unfurnished,West,78,0,0,0,0
Flat,3,1500.0,Ameenpur,Hyderabad,0.87,New,New Property,3,1330.65,2.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1000.0,Miyapur,Hyderabad,0.55,New,New Property,2,887.1,3.0,1.0,Semi-Furnished,West,32,6,0,0,0
Flat,2,960.0,Nacharam,Hyderabad,0.72,New,New Property,2,851.61,1.0,3.0,Semi-Furnished,East,5,0,0,0,0
House,3,2820.0,Adibatla,Hyderabad,1.5,New,New Property,2,2501.61,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1160.0,Alwal,Hyderabad,0.55,New,New Property,2,1029.03,1.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,3,1585.0,Bahadurpally,Hyderabad,0.74,New,New Property,3,1406.05,5.0,1.0,Unfurnished,East,30,0,0,0,0
Flat,3,1550.0,Panchavati Colony,Hyderabad,0.63,New,New Property,2,1375.0,5.0,2.0,Semi-Furnished,East,9,11,0,0,0
House,1,540.0,Katedan Industrial Area,Hyderabad,0.32,Resale,New Property,1,479.03,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1640.0,Attapur,Hyderabad,1.39,New,New Property,3,1454.84,1.0,1.0,Unfurnished,East,28,0,0,0,0
House,5,3000.0,As Rao Nagar,Hyderabad,1.9,New,Moderately New Property,5,2661.29,2.0,1.0,Unfurnished,West,4,0,0,0,0
Flat,3,1500.0,Habsiguda,Hyderabad,0.45,New,New Property,2,1330.65,6.0,2.0,Semi-Furnished,East,11,0,0,0,0
House,4,4535.0,Tellapur,Hyderabad,6.5,New,New Property,5,4022.98,2.0,1.0,Semi-Furnished,East,53,0,0,1,1
House,2,1350.0,Rampally,Hyderabad,0.76,New,New Property,2,1197.58,2.0,1.0,Unfurnished,West,0,0,0,0,1
Flat,4,4240.0,Kondapur,Hyderabad,8.5,Resale,New Property,4,3761.29,2.0,2.0,Unfurnished,West,47,0,0,0,0
Flat,3,1824.0,Serilingampally,Hyderabad,1.31,New,New Property,3,1618.06,7.0,1.0,Unfurnished,East,32,6,0,0,0
House,5,6000.0,Narsingi,Hyderabad,10.5,New,New Property,5,5322.58,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,865.0,Miyapur,Hyderabad,0.51,New,New Property,2,767.34,3.0,3.0,Unfurnished,East,42,6,0,0,0
Flat,4,2880.0,Nanakramguda,Hyderabad,2.3,New,New Property,4,2554.84,19.0,2.0,Unfurnished,East,27,0,0,0,0
Flat,2,1202.0,Tellapur,Hyderabad,0.87,New,New Property,2,1066.29,2.0,1.0,Unfurnished,East,54,0,0,0,0
Flat,3,1905.0,Kokapet,Hyderabad,1.9,Resale,New Property,3,1689.92,0.0,1.0,Semi-Furnished,East,32,0,0,0,0
House,3,2100.0,Patancheru,Hyderabad,0.96,New,New Property,4,1862.9,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,3000.0,B N Reddy Nagar,Hyderabad,1.25,Resale,Moderately New Property,4,2661.29,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
House,4,3271.0,Appa Junction,Hyderabad,2.5,Resale,Moderately New Property,3,2901.69,2.0,2.0,Unfurnished,East,27,6,0,0,1
Flat,3,1500.0,Ameenpur,Hyderabad,0.83,New,New Property,3,1330.65,4.0,2.0,Unfurnished,West,20,0,0,0,0
Flat,3,1638.0,Appa Junction Peerancheru,Hyderabad,0.93,New,Moderately New Property,3,1453.06,10.0,1.0,Unfurnished,West,65,0,0,0,0
Flat,3,2155.0,Kollur,Hyderabad,1.29,New,New Property,3,1911.69,6.0,1.0,Unfurnished,East,30,0,0,0,0
Flat,4,3924.0,Tellapur,Hyderabad,2.56,New,New Property,4,3480.97,18.0,1.0,Unfurnished,East,74,0,0,0,0
Flat,3,2985.0,Banjara Hills,Hyderabad,1.32,Resale,Moderately New Property,3,2647.98,7.0,1.0,Unfurnished,East,45,51,0,0,1
Flat,3,1992.0,Kondapur,Hyderabad,1.8,Resale,New Property,3,1767.1,6.0,1.0,Unfurnished,East,64,0,0,0,0
Flat,3,2320.0,Kollur,Hyderabad,0.81,New,New Property,3,2058.06,6.0,1.0,Semi-Furnished,East,32,65,0,0,0
Flat,2,1150.0,Boduppal,Hyderabad,0.67,New,New Property,2,1020.16,1.0,2.0,Semi-Furnished,NorthEast,0,0,0,0,0
Flat,2,1200.0,Kollur,Hyderabad,0.55,New,New Property,2,1064.52,2.0,1.0,Semi-Furnished,East,46,6,0,0,0
Flat,3,1790.0,Kompally,Hyderabad,1.07,New,New Property,3,1587.9,1.0,3.0,Unfurnished,East,32,0,0,0,0
House,2,1647.0,Sadashivpet,Hyderabad,0.41,New,New Property,2,1461.05,2.0,1.0,Unfurnished,West,19,6,0,0,1
Flat,3,2045.0,Kondapur,Hyderabad,1.83,New,New Property,3,1814.11,10.0,1.0,Unfurnished,East,68,0,0,0,0
House,4,3411.0,Bandlaguda Jagir,Hyderabad,5.61,New,New Property,4,3025.89,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,1340.0,Chandanagar,Hyderabad,0.56,Resale,Moderately New Property,3,1188.71,1.0,1.0,Unfurnished,East,23,44,0,0,0
Flat,3,1670.0,Manikonda,Hyderabad,1.05,New,Moderately New Property,2,1481.45,5.0,1.0,Unfurnished,SouthWest,23,0,0,0,0
Flat,4,2800.0,Manchirevula,Hyderabad,1.68,New,New Property,3,2483.87,4.0,4.0,Semi-Furnished,NorthEast,42,0,0,0,0
Flat,2,941.0,Rajendra Nagar,Hyderabad,0.61,New,New Property,2,834.76,2.0,1.0,Unfurnished,West,78,0,0,0,0
Flat,3,1601.0,Serilingampally,Hyderabad,1.65,New,New Property,3,1420.24,7.0,1.0,Unfurnished,East,27,0,0,0,0
Flat,3,1815.0,Kondapur,Hyderabad,1.83,New,New Property,3,1610.08,22.0,1.0,Unfurnished,East,68,0,0,0,0
Flat,2,1385.0,Bachupally,Hyderabad,0.96,New,New Property,2,1228.63,2.0,1.0,Unfurnished,East,30,6,0,0,0
House,3,2100.0,Patancheru,Hyderabad,1.0,New,New Property,3,1862.9,2.0,1.0,Unfurnished,East,28,0,0,0,0
House,4,4738.0,Maheshwaram,Hyderabad,4.57,New,New Property,4,4203.06,2.0,1.0,Unfurnished,East,24,0,0,0,0
House,3,2418.0,Raviryal,Hyderabad,2.3,New,Moderately New Property,3,2145.0,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,9,4800.0,Suchitra,Hyderabad,3.7,Resale,Moderately New Property,2,4258.06,2.0,1.0,Unfurnished,South,4,0,0,0,0
Flat,3,1100.0,Ashok Nagar,Hyderabad,0.32,New,New Property,3,975.81,3.0,1.0,Furnished,East,0,0,0,0,0
Flat,2,1210.0,Aminpur,Hyderabad,0.54,New,New Property,2,1073.39,2.0,1.0,Semi-Furnished,East,9,6,0,0,0
Flat,3,2430.0,Osman Nagar,Hyderabad,1.82,New,New Property,3,2155.65,3.0,2.0,Semi-Furnished,West,0,0,0,0,0
